784	5,6
785	9
786	9
787	9
788	12,18
789	25,10
790	9,19
791	9,19
792	9,17
793	9
794	9
795	9
3589	9,7
796	12,18
3590	18,19
797	9
798	9,19
799	9
800	9
801	25,10
802	9
803	9
804	16,17
805	18,19
806	9,17
807	25
808	25
809	5
810	12,18
811	9
812	5
813	25
814	12,18,19
815	19
816	9,25,10,7
817	9
818	25
819	9,19
820	12,18
821	9
822	12,18
823	9
824	9
825	19
826	9
827	9,16,17,7,32
828	9,19
3591	25
829	9,19,7
830	25
831	2
832	12,18
833	3
834	19
835	25,10
836	25
837	9
838	25
839	9
840	16,17
841	9
842	16,17
843	12,18
844	19
3592	25
845	19
846	9
847	9,16,17
848	9
849	9,17
850	9,19,7
851	12,18
852	9
853	19,16
854	9
855	12,18
856	9
857	9
858	9
3593	9,19
3594	9,33
859	9,16,17
860	9
861	5
862	5
863	19
864	12,18
3595	9,19,17,7
865	9,5
866	9,19,17,7
867	25
868	9,16
869	19
870	9
871	5
872	9,19
873	9
874	9
875	25
876	9,17,7
877	9,7
878	9,5
879	25
880	25
881	9
882	9,19
883	9
884	9,19
885	25,10
886	25,10
887	25
888	19
889	12,18
890	9
891	12,18
892	16,17
893	9,16,17
3596	5
894	25
895	9
896	9,18,16
897	9,19,7
898	3,16
899	25
900	25
901	25,10
902	9,16,17
903	12,18,19
904	9
905	18
906	9
907	9
908	19
909	9
910	25
911	33
912	16,17
3597	9,25,10,16,7
913	9,19,16
914	19
915	9
916	9
917	9,19
918	38
919	25
920	19
921	9,16
922	9
923	10
3598	9
924	25
925	9
926	19
927	9,5,19
928	9
929	25
930	9
931	9,16,7
932	18
933	16
934	33
935	32
936	9,19
937	19
938	9,16
939	12,18
940	12,18
941	19
942	25
3599	9,7
943	5
944	9,12,5,16,7
945	9
946	9,19
947	10
948	19,16,17
949	9
950	9,16,7
951	25
3600	15
952	19
953	9
954	5
955	9
956	9,19
3601	19
957	25
958	9,16,17
959	16,17
960	12,18,16
961	9
3602	9,19,7
962	5
963	9,16
964	9,16
965	9,19,7
966	9
967	9
968	5
969	9
3603	16,17
970	9,5,7
971	18
972	25
973	25
3604	9
974	16,17
975	25
976	19
977	9
3605	25
978	16,17
979	9
3606	9
980	9
981	9,19,16,7
982	9,17,7
983	9
984	25,10
985	5
986	9,19
987	18,16,17
988	10
989	9
990	9
991	9,16,17
992	9
993	25,10,7
994	9
995	18,7
996	25
997	12,18
998	5,19
999	12,18
1000	25
1001	9
1002	16,17
1003	9,19
1004	16,17
1005	25
1006	33
1007	9
1008	9
1009	9,17,7
1010	9
1011	25
1012	9
1013	9
1014	9
3607	19
1015	9
1016	3,5,19
3608	5
1017	9
1018	19
1019	25
1020	9
1021	19
1022	9
1023	12
3609	25,10
1024	16,17
1025	9,19,16
1026	9,16,17
3610	16,17
1027	16,17
1028	9,19,16,17
1029	25
1030	9
1031	9
1032	9
1033	25
1034	19
1035	9
1036	9
1037	3
1038	21
1039	19
1040	25
1041	25
1042	5
1043	9
1044	19
1045	9
1046	9,19,7
1047	25
1048	9
3611	9,18,17,7,32
3612	9
1049	9,33
1050	25
1051	25
1052	12,18
1053	19
1054	12,18
1055	25
1056	9,19
1057	9
1058	19
1059	9
1060	5,19
1061	32
1062	9
1063	9
3613	7
1064	9,16,17
1065	25
1066	9,16
3614	9
1067	27
1068	25
1069	9,17
3615	9
1070	9,5,19,22
1071	9
3616	27
1072	23
1073	12,18,19
1074	9,16
1075	16,17
1076	9,33
1077	12,18
1078	25,10
1079	9
1080	9,16
1081	9
1082	9,19,7
1083	19
1084	19
1085	9,16,17
1086	12,18,19
1087	9
3617	25
1088	25
1089	9
1090	19
1091	9
1092	12,18
1093	19
1094	12,18
1095	9,5,17,7
1096	9,12,18,16
1097	12,18
1098	12,18
1099	9
1100	25
1101	12,18
1102	10
1103	9,25,10,16,7
1104	33
1105	9
1106	9,19
1107	12,18
1108	19
1109	12,18
1110	25
1111	19
1112	25
1113	9
1114	9
1115	9
1116	25
1117	9
1118	12,18
3618	25
1119	9
1120	25
1121	25
1122	9,19,17
1123	19
1124	10
1125	33
1126	16,17
1127	9
1128	19
1129	33
1130	9,16
1131	9,19,7
1132	16,17
1133	19
1134	16,17
1135	9
1136	19
3619	25
1137	9,16
1138	18
1139	19
1140	25,10
1141	19
1142	25
1143	19
1144	25,10
1145	12,18
1146	9
1147	19
3620	19
1148	9
3621	25
1149	12,18,19
1150	9,16,17
3622	16,17
1151	25
1152	9,16,17
3623	9
1153	10
1154	25
1155	12
1156	25
1157	9
1158	5
1159	9,7
1160	32
1161	16
1162	25
1163	33
1164	25
3624	5,19
1165	19
1166	25
1167	19
1168	9,16
1169	9
1170	4
1171	5
1172	12,18,19
1173	5
1174	25
1175	9
1176	9
1177	9,7
1178	25
1179	9
1180	9
1181	5
1182	9
1183	9
1184	9
1185	9
1186	10
1187	19
3625	25
1188	16,17
1189	9
1190	9
1191	9
1192	9,16
1193	19
1194	9
3626	12,18
1195	25
1196	5
1197	12,18
1198	12,18
1199	5
1200	9
1201	9
1202	9,16,17
1203	5
1204	9,7
1205	3
1206	12,18
1207	9
3627	12
1208	5
1209	19
1210	5,4
1211	9
1212	9
1213	5
1214	12,18,19
1215	25
1216	9
1217	25
1218	25
1219	9
3628	9
3629	9,25,19,7
1220	9
1221	9
1222	9,16,17
1223	19
1224	9,19
1225	9
1226	9,19
1227	25
1228	9
1229	25
1230	16,17
1231	9
1232	9
1233	16,17
1234	33
1235	9
1236	9
1237	9
1238	9
1239	25
1240	9
1241	9
1242	18
1243	9
1244	9
1245	9,33,19
1246	5
4418	12,18,19
1247	9
1248	9,16
1249	9,5,16
1250	19
1251	9
1252	9
1253	9,16,17
1254	9,33
3630	5,19
1255	9,5
1256	9,19
1257	9
1258	25
1259	25
1260	9
1261	9
3631	9
1262	9,19
3632	9,7
1263	9,16
1264	9,19
1265	25,10
1266	12,18
1267	9
1268	9
1269	19
1270	9
1271	25,10
1272	25,10
1273	32
1274	5
1275	3,5
1276	9
3633	9
1277	25
3634	5
1278	9,16
1279	9,7
1280	25
1281	9,7
1282	12,18
1283	25
1284	9
1285	25,10
1286	25
3635	25
1287	16,17
1288	25
1289	25
1290	12,18
1291	16,17
3636	10
1292	9,19
1293	19
1294	9,17,7
1295	9
1296	32
1297	9
1298	25
1299	9
1300	25
1301	19
1302	25
1303	5
1304	9,12,18,16
1305	9,7
1306	9
1307	25
1308	10
1309	10
1310	9,16,17
1311	25
1312	9,12,7
1313	25
1314	20
1315	25
1316	9,16,17
1317	9,33
1318	9
1319	29
1320	9
1321	9
1322	9,17
1323	19
1324	9,16
3637	25
4619	9,16
1325	9
1326	25
1327	9
1328	9,16
1329	12,18
1330	19
1331	25,7
1332	12,18
1333	32
1334	9,7
1335	9,12,18,17
1336	9
1337	25
1338	9
1339	9
1340	9
3638	5
3639	25
1341	5
1342	18,19
3640	9
1343	9
1344	12,18,19
3641	12,18
3642	5
3643	9,7,32
3644	9,7
1345	9,19,7
3645	12,18,19
1346	25
3646	19
1347	19
3647	25
1348	9
1349	18
1350	9,7
1351	5
3648	9
1352	9
1353	9,16,7
1354	9,16
1355	25
1356	12,18
1357	9,16
1358	25,10
3649	19
1359	9
1360	9
1361	9
1362	9
1363	12,18,19
1364	12,18
1365	9,19
1366	33
1367	9
3650	9,7
3651	25
3652	9
4419	16,17
1368	9,19,7
3653	9
1369	33
1370	19
1371	12,18
1372	12,18
1373	12,18
1374	9,19,7
1375	19
1376	9,7
1377	16,17
3654	9,16,17
1378	9
1379	9
1380	9
1381	9
1382	9,7
1383	19
1384	19
1385	9
1386	9
1387	5
1388	25
1389	12,18,19
1390	9
1391	9,7
1392	3
1393	25
1394	25
1395	9,19
1396	19
1397	9,33
1398	19
1399	9
1400	9
3655	33
1401	19
1402	9,16
3656	12
1403	16,17
1404	9
1405	9
1406	25
1407	9,19
1408	9
1409	12,18
1410	12,18
1411	9,16,17
1412	25
1413	9
3657	25
1414	25
1415	33,19
1416	9
1417	19
3658	9
1418	9
1419	20
1420	9,5,7
1421	9,33
3659	20
3660	25
1422	9
1423	3
1424	9
3661	18,19
1425	9
1426	9
1427	25
1428	9
1429	9
1430	9
1431	9
1432	12,18
1433	12,18,19
1434	9
1435	12,18
1436	9
1437	9,16,17
1438	5
1439	9
1440	9,19
1441	19
1442	9,19
1443	25
1444	9,19,7
1445	9
1446	5
1447	19
4420	25
1448	10
4421	12,18
1449	9
1450	9
3662	25
1451	9
1452	9,16
1453	9,33
3663	9
1454	9,19,7
1455	12,18
1456	25
1457	9
1458	9
1459	9,19,17,7
1460	12,18
3664	19
1461	25
1462	19
1463	9
1464	9
1465	9,16,17
1466	9,16
1467	25,19,7
1468	33
1469	12,18
3665	25
1470	19
1471	25
1472	9
1473	9,16
1474	9,16
1475	9,17
1476	9,12,7
4684	16,17
1477	19
1478	7
1479	9,25,7
1480	9
1481	9,33
1482	19
1483	9
1484	25,7
1485	9
1486	9
1487	33
1488	9
1489	7,35
1490	25
3666	9
1491	9
1492	9,16
1493	12,18
1494	9
1495	9
1496	19
1497	9
1498	5
1499	5
1500	9
1501	19
1502	5
1503	25
3667	18,19
1504	16,17
3668	9,17
1505	9
3669	20
1506	9
1507	9,17,7
1508	9,19
1509	25
1510	9
1511	9
3670	9,7
3671	0,7,32
1512	9,7
1513	9
1514	25
1515	9,19
1516	9
1517	9,16,17
1518	12,18,19
3672	9,19,7
1519	19
1520	9,19
1521	25,7
1522	9,16
1523	9
1524	19
1525	9,19
3673	19
1526	9
1527	20
3674	9
1528	9
1529	9
1530	19
1531	9,25,10
1532	12,18
1533	27
1534	23
1535	12,18
3675	16,17
1536	25
1537	9
3676	9
1538	19
3677	5
1539	9
1540	25
1541	19
1542	9
3678	19
1543	12
1544	9,33
1545	25
1546	25
1547	25
1548	9
1549	9
1550	19
3679	9
1551	9,17
3680	9
1552	5
1553	9
1554	10
1555	19
1556	18
3681	9
3682	9
1557	9
1558	9,12,18,16
1559	9,16,17
1560	9
1561	25
1562	25
1563	9
1564	25,19,10,7
1565	9
4422	25
1566	19
1567	25
1568	19
1569	12,18
1570	9,19,7
1571	19
4423	19
1572	9
3683	9,7
1573	9
1574	9
1575	25,10
1576	19
1577	9
1578	33
1579	9
1580	16,17
3684	25,10
1581	9
1582	12,18,19
3685	19
3686	9,7
1583	9
1584	10
1585	5,17
1586	9
1587	12,18
1588	5
3687	9,7
3688	25
1589	10
1590	9
1591	9
1592	9
3689	16,17
3690	19
1593	19
1594	9,7
1595	25,10
1596	9,16
1597	25
1598	12,18
1599	9
1600	9
3691	9,19
1601	12,18
1602	25
3692	32
3693	9
1603	33
1604	9,16
1605	9
1606	9
1607	9,12,7
1608	9,16,17
3694	16,17
1609	12,18
1610	25
3695	19
1611	10
3696	33
1612	9
1613	9
1614	9
1615	25
1616	25
1617	9
1618	25
1619	12,18
1620	12,18
1621	25
1622	16
1623	12,18
1624	25
1625	19
1626	9
1627	19
1628	19
1629	9,16,17
1630	35,34
3697	9
1631	9,25
1632	20
1633	12,18
1634	25
1635	9
1636	5
1637	9
1638	12,18
1639	5
1640	3
1641	9,19
1642	19
1643	25,10
1644	19
1645	9
1646	25
1647	9,16
1648	12
3698	12,18
1649	9,16
1650	25,10
1651	9,19,17
3699	9,10,17
3700	9,5,17,7
3701	9
1652	33,19
3702	19
1653	19
3703	9
1654	25
1655	9,16
1656	9
3704	9,7
1657	25,7
1658	9
1659	9,16,17,7
1660	12,18
1661	9
1662	19
1663	10
1664	19
4424	9,16,17
1665	9,16
3705	25
1666	19
1667	33
1668	9,19
1669	19
1670	9
1671	10
1672	19
1673	9
1674	27
1675	9
1676	25
1677	19
1678	9,19,16
1679	9
1680	9
1681	9,19
1682	9
1683	9,33
1684	9,7
1685	9
1686	9
1687	19
1688	9
3706	0,4
1689	19
1690	7
1691	19
1692	32
1693	25
1694	16,17
1695	9,16,17
1696	9
1697	12,18
1698	9,25,19,7
1699	9
3707	9
1700	18
1701	9,7
1702	9
1703	9
1704	9
3708	19
1705	12,18
1706	5
3709	19
1707	25
1708	12,18,19
1709	5
1710	19
1711	16,17
3710	12,18,19
1712	10
1713	25
1714	9
1715	5
1716	9
1717	9,19
1718	9,16,17
1719	9,19
1720	12,18
1721	9
1722	12,18,19
1723	7
1724	9
1725	9,19
1726	9,7
1727	9
1728	12,18,19
1729	9,18
1730	9,33
1731	25
1732	9,19
1733	19
1734	9
1735	9
1736	5
1737	25
1738	9
1739	9
1740	25
1741	33
1742	9
3711	9,19,7
1743	9,17
1744	9,7
1745	9
3712	9
1746	9
1747	9,19,7
1748	9
1749	25
1750	9
3713	9
3714	9
1751	9,16
1752	9
1753	9,7
1754	9
1755	19
1756	19
1757	19
1758	9
1759	9
1760	9
1761	9
1762	9
1763	16
1764	9,19
1765	19
1766	9
3715	25
1767	9,33,19
1768	5
1769	25
1770	9,7
3716	9,25,19
1771	12,18
1772	3,5
3717	9,16,7
1773	33
1774	9
1775	9,19,7
1776	25
1777	3
1778	19
1779	9,7
1780	19
3718	9,25,10
3719	12,18
1781	19
1782	9,25,10,7
4425	25
1783	9
3720	9,33
1784	9
1785	3
1786	19
1787	9
1788	25
3721	25
1789	9
1790	9
1791	9
1792	9
1793	9,33
1794	9
1795	9,16,7
1796	9,16
1797	25
1798	9
1799	9
1800	9
1801	9
1802	5
1803	18,19
1804	25
1805	19
1806	9
3722	9
1807	12,18,19
1808	9
3723	25
1809	18,19
1810	25
1811	9
1812	12,18
1813	12,18
1814	9,16
1815	25
1816	9
1817	10
1818	25
3724	9,5,7
1819	19
1820	9,25,10
1821	19
1822	9,16
1823	25,10
1824	9
1825	16,17
1826	9
1827	10
1828	9
1829	12,18
1830	5
3725	18
1831	33
1832	9
1833	9
1834	9,33
1835	9,19
3726	9,16,7
1836	5
3727	19
3728	12,18,19
1837	9
1838	9
3729	5
1839	9
1840	9
1841	9
3730	12,18
1842	9
1843	9,16,17
1844	9,7
1845	9,7
3731	12,18
1846	9
4620	9
1847	19
3732	9,19
1848	9,19
1849	25
3733	9
3734	9
1850	25
1851	33
1852	19
1853	12,18
1854	9
3735	19
1855	9,33
1856	9
3736	9,7
1857	19
1858	25
1859	9
1860	9
1861	19
1862	19
1863	14
3737	9,7
3738	19
1864	9
1865	25
3739	19,7
1866	25
1867	9,25
1868	19
1869	9
1870	19
1871	19
1872	25
1873	12,18,19
4426	9
1874	9
1875	12,18
1876	5,16
1877	9
1878	9
3740	9
1879	32
3741	10
1880	33
1881	9
3742	9
1882	19
1883	9
1884	9
1885	27
1886	19
3743	25
1887	33
3744	9,7
1888	12,18
1889	25,10
1890	9
1891	12,18
1892	9,19,7
4621	25
3745	19
1893	9,7
1894	25
1895	9,7
3746	19
1896	9,19
1897	9,19,7
1898	9
1899	5
1900	9,19
1901	25,10,7
1902	9
1903	12,18
3747	25
1904	9
3748	9,33
1905	9
1906	9
1907	9
1908	9
1909	9
1910	9
1911	9
1912	9
3749	19
1913	25
1914	12,18
3750	9
1915	12,18
1916	9
1917	9
1918	9,16
1919	9,16
1920	9
1921	9
1922	9,18
1923	25
3751	5
1924	9
1925	5
1926	16,17
3752	33
1927	12,18
1928	9,17
3753	19
1929	12,18
1930	9
1931	5
1932	9
1933	33
1934	19
1935	25
1936	25
3754	9,12
1937	9
1938	25
1939	12,18
1940	19
3755	9,19,7
3756	12
3757	9,25
1941	19
1942	25
3758	27
1943	12,18
1944	9,19,16
1945	9,19
1946	9
3759	12
1947	25
1948	9
1949	25
1950	9,16
1951	33
1952	12,18
1953	9
1954	9
3760	9,33
1955	19
3761	25
1956	9
1957	9
1958	9
1959	25
4622	9
3762	16,17
3763	33
3764	9
1960	25,10
1961	9,19
1962	9,19,17
4741	19
1963	19
1964	3
1965	9,19
1966	25
1967	9
1968	9
1969	9,17,7
1970	19
1971	19
1972	19
3765	19
1973	9
3766	9
1974	9,33
3767	19
3768	9,7
1975	3
1976	9,19,7
1977	25,10
1978	25
3769	9,7
1979	19
3770	16,17
1980	9
1981	12
1982	18
1983	12
1984	19
3771	9,17
4685	12,18
3772	7
1985	9,7
1986	25
1987	25
3773	9,17
1988	5
1989	12,18,19
3774	25,7
1990	9
1991	19
1992	9
4623	25
3775	12,18
1993	9
1994	19
1995	16,17
4427	25,10
1996	9,7
1997	9
1998	9
1999	9
2000	10
3776	19
2001	9,16,7
3777	9
2002	25
2003	19
4624	25
2004	9,16
3778	19
2005	27
2006	19
3779	9,7
3780	9,7
2007	9
2008	12,18
2009	25
2010	9
2011	25
2012	9
2013	12,18
2014	9
2015	9,7
2016	9
2017	9
2018	9,16,17
2019	9
2020	9
2021	25
3781	9
2022	9
3782	10
2023	25
2024	9,19
2025	12,18
3783	9
2026	25
2027	9,7
2028	12,18
4428	25
2029	25
2030	9,19,16,17
2031	9
4429	9
2032	12,18
2033	10
2034	9
2035	0,7
4625	25
2036	9
2037	33
2038	12,18
2039	25
2040	25
3784	25
2041	12
2042	25
2043	9,19,7
2044	25
4430	19
2045	16,17
2046	16
2047	12,18
2048	9
2049	16
3785	10
2050	5
2051	5
2052	9
3786	25
2053	5,19
2054	9,19
2055	9
4431	16,17
2056	9,33
2057	9
2058	9,33
3787	9
2059	10
3788	25
2060	25
2061	9
2062	9,33,19
2063	12,18
3789	12,18,19
2064	9,19
2065	9,7
2066	25
4686	12,18
2067	9
2068	9
2069	12,18
2070	9
2071	9
2072	25,10
2073	25
2074	5
3790	9
3791	5
2075	19
2076	25
2077	25
2078	9,19
3792	25
2079	9
2080	9
2081	35
2082	12,18
2083	12,18
2084	12,18
2085	9
2086	9
2087	9
2088	19
2089	9
2090	9
2091	12,18,19
2092	16,17
4687	19
2093	9
2094	12,18
2095	9
3793	25
2096	19
2097	9
2098	9
2099	12,18
2100	9,17,7
2101	9
2102	0,7
2103	10
2104	25,10
2105	9
2106	9,7
2107	9
3794	25
3795	12,18
2108	12,18
4432	9,19
2109	25,16
2110	25,10
3796	25
2111	9,16,17
2112	9
2113	16
2114	9
2115	19
2116	19
3797	19
2117	25
4433	19
2118	25
2119	16,17
2120	33,19
2121	9
2122	9
2123	9,7
3798	9,19,7
2124	9,19
2125	9,5
3799	25
4434	12,18
4435	5
2126	9
2127	25
2128	12,18
2129	25
2130	25
3800	19
2131	19
2132	12,18
2133	9
2134	9
4436	9
2135	9
2136	12,18
2137	25
2138	9,16
2139	25
2140	9,19
2141	12,18
2142	19
3801	25
2143	9
2144	16
2145	25
2146	33
2147	16
2148	19
2149	9
3802	9,16
2150	19,7
3803	9
2151	25
2152	16,17
2153	9
3804	9,19
2154	25
3805	5
3806	25
3807	19
2155	5
3808	9,7
2156	12,18
2157	33
2158	9
2159	9,7
2160	9,16,17
2161	9
3809	18
2162	12,18
2163	5
2164	33
2165	25
3810	9
2166	19
2167	33
2168	19
2169	5
2170	33
2171	12,18
2172	12,18
2173	12,18
2174	25
2175	9
2176	9,12
2177	12,18
2178	25,10
3811	9
2179	9
2180	25
2181	19,16
2182	9,33
2183	10
2184	12,18
3812	9,16,17
3813	9,16
2185	9,16
2186	25,10
2187	9
2188	9
2189	19
3814	9,7
4437	19,16
3815	9
2190	25
2191	5
2192	9
2193	25,10
2194	9
2195	25
2196	9
3816	19
